,ID_DELEGACIA,NOME_DEPARTAMENTO,NOME_SECCIONAL,NOME_DELEGACIA,CIDADE,ANO_BO,NUM_BO,DESCR_SOLUCAO,DESCR_PROVIDENCIA,NOME_DEPARTAMENTO_CIRC,NOME_SECCIONAL_CIRC,NOME_DELEGACIA_CIRC,NOME_MUNICIPIO_CIRC,DESCR_TIPO_BO,DATA_OCORRENCIA_BO,HORA_OCORRENCIA_BO,DESCRICAO_APRESENTACAO,DATAHORA_REGISTRO_BO,DATA_COMUNICACAO_BO,DATAHORA_IMPRESSAO_BO,DESCR_PERIODO,AUTORIA_BO,FLAG_INTOLERANCIA,TIPO_INTOLERANCIA,FLAG_FLAGRANTE,FLAG_STATUS,RUBRICA,DESCR_CONDUTA,DESDOBRAMENTO,BAIRRO,DESCR_TIPOLOCAL,DESCR_SUBTIPOLOCAL,CEP,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,CONT_OBJETO,DESCR_MODO_OBJETO,DESCR_TIPO_OBJETO,DESCR_SUBTIPO_OBJETO,DESCR_UNIDADE,QUANTIDADE_OBJETO
16153264,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,8055,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2011-12-17,,,2012-01-05 04:01:00,2012-01-04,2012-01-05 04:01:27.000000,DE MADRUGADA        ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Cesar de Souza,Outros,Outros,,Av. Francisco Rodrigues Filho,3130,,,2,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16153458,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,9578,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,04º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2011-11-01,,,2012-01-05 14:43:00,2012-01-04,2012-01-05 14:42:38.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,rua ulices borges de ciqueira,0,,,1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16153902,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,12630,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,DEL.SEC.MOGI DAS CRUZES       ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-02,,,2012-01-06 15:25:00,2012-01-05,2012-01-06 15:24:49.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,desconheço,0,,,1,SUBTRAÍDO                               ,Documentos                              ,Carteira Nacional de Habilitação - CNH                      ,Unidade   ,1.0
16153903,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,12630,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,DEL.SEC.MOGI DAS CRUZES       ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-02,,,2012-01-06 15:25:00,2012-01-05,2012-01-06 15:24:49.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,desconheço,0,,,2,SUBTRAÍDO                               ,Documentos                              ,Cartao de identificação de contribuinte - CIC               ,Unidade   ,1.0
16153904,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,12630,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,DEL.SEC.MOGI DAS CRUZES       ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-02,,,2012-01-06 15:25:00,2012-01-05,2012-01-06 15:24:49.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,desconheço,0,,,3,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16154049,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,13537,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-02,,,2012-01-06 20:38:00,2012-01-05,2012-01-06 20:38:20.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,mogilar,Outros,Outros,," Av. Henrique Peres, s/n",0,,,1,SUBTRAÍDO                               ,Documentos                              ,Cartao de identificação de contribuinte - CIC               ,Unidade   ,1.0
16154050,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,13537,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-02,,,2012-01-06 20:38:00,2012-01-05,2012-01-06 20:38:20.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,mogilar,Outros,Outros,," Av. Henrique Peres, s/n",0,,,2,SUBTRAÍDO                               ,Documentos                              ,Carteira Nacional de Habilitação - CNH                      ,Unidade   ,1.0
16154051,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,13537,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-02,,,2012-01-06 20:38:00,2012-01-05,2012-01-06 20:38:20.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,mogilar,Outros,Outros,," Av. Henrique Peres, s/n",0,,,3,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16154052,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,13537,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-02,,,2012-01-06 20:38:00,2012-01-05,2012-01-06 20:38:20.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,mogilar,Outros,Outros,," Av. Henrique Peres, s/n",0,,,4,SUBTRAÍDO                               ,Documentos                              ,Titulo de eleitor                                           ,Unidade   ,1.0
16154053,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,13537,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-02,,,2012-01-06 20:38:00,2012-01-05,2012-01-06 20:38:20.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,mogilar,Outros,Outros,," Av. Henrique Peres, s/n",0,,,5,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário e de crédito                                ,Unidade   ,1.0
16154054,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,13537,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-02,,,2012-01-06 20:38:00,2012-01-05,2012-01-06 20:38:20.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,mogilar,Outros,Outros,," Av. Henrique Peres, s/n",0,,,6,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário                                             ,Unidade   ,1.0
16154055,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,13537,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-02,,,2012-01-06 20:38:00,2012-01-05,2012-01-06 20:38:20.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,mogilar,Outros,Outros,," Av. Henrique Peres, s/n",0,,,7,SUBTRAÍDO                               ,Documentos                              ,Cartao de crédito                                           ,Unidade   ,1.0
16154056,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,13537,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-02,,,2012-01-06 20:38:00,2012-01-05,2012-01-06 20:38:20.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,mogilar,Outros,Outros,," Av. Henrique Peres, s/n",0,,,8,SUBTRAÍDO                               ,Documentos                              ,Cartao de crédito                                           ,Unidade   ,1.0
16154083,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,13813,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-05,,,2012-01-07 02:18:00,2012-01-05,2012-01-07 02:17:34.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Centro,Outros,Outros,,Rua Dr. deodato wertheimer,1448,,,1,SUBTRAÍDO                               ,Documentos                              ,Carteira Nacional de Habilitação - CNH                      ,Unidade   ,1.0
16154084,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,13813,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-05,,,2012-01-07 02:18:00,2012-01-05,2012-01-07 02:17:34.000000,A TARDE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Centro,Outros,Outros,,Rua Dr. deodato wertheimer,1448,,,2,SUBTRAÍDO                               ,Documentos                              ,Cartao de crédito                                           ,Unidade   ,1.0
16154114,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,14044,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,DEL.SEC.MOGI DAS CRUZES       ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-05,,,2012-01-07 07:31:00,2012-01-05,2012-01-07 07:31:07.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Centro de Braz Cubas,Outros,Outros,,"r, Dr. Deodato Werthaime",246,,,1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16154402,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,16292,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-03,,,2012-01-08 07:51:00,2012-01-06,2012-01-08 07:51:03.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,alto ipiranga,Outros,Outros,,av japao,850,,,1,SUBTRAÍDO                               ,Documentos                              ,Cartao de identificação de contribuinte - CIC               ,Unidade   ,1.0
16154537,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,16945,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,DEL.SEC.MOGI DAS CRUZES       ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-07,,,2012-01-08 11:18:00,2012-01-07,2012-01-08 11:18:18.000000,DE MADRUGADA        ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,rua Victorio Portênio,57,,,1,SUBTRAÍDO                               ,Documentos                              ,Cartao bancário e de crédito                                ,Unidade   ,1.0
16154538,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,16945,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,DEL.SEC.MOGI DAS CRUZES       ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-07,,,2012-01-08 11:18:00,2012-01-07,2012-01-08 11:18:18.000000,DE MADRUGADA        ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,rua Victorio Portênio,57,,,2,SUBTRAÍDO                               ,Documentos                              ,Certificado de Registro e Licenciamento de Veículo -        ,Unidade   ,1.0
16154539,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,16945,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,DEL.SEC.MOGI DAS CRUZES       ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-07,,,2012-01-08 11:18:00,2012-01-07,2012-01-08 11:18:18.000000,DE MADRUGADA        ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,rua Victorio Portênio,57,,,3,SUBTRAÍDO                               ,Documentos                              ,Carteira de identificação funcional                         ,Unidade   ,1.0
16154540,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,16945,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,DEL.SEC.MOGI DAS CRUZES       ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-07,,,2012-01-08 11:18:00,2012-01-07,2012-01-08 11:18:18.000000,DE MADRUGADA        ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,rua Victorio Portênio,57,,,4,SUBTRAÍDO                               ,Documentos                              ,Carteira Nacional de Habilitação - CNH                      ,Unidade   ,1.0
16154547,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,16964,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-06,,,2012-01-08 11:22:00,2012-01-07,2012-01-08 11:21:54.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,,Outros,Outros,,Rua Braz Cubas,0,,,1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16154931,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,18822,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,01º D.P. MOGI DAS CRUZES      ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-02,,,2012-01-09 02:59:00,2012-01-08,2012-01-09 02:58:32.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,Cj. Hab. Conj São Sebastiao,Outros,Outros,,R. Maria Porto Urbano,135,,,1,SUBTRAÍDO                               ,Peça automotiva/acessório               ,Placa-Peça automotiva/acessório                             ,Unidade   ,1.0
16154954,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,18943,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,DEL.SEC.MOGI DAS CRUZES       ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-06,,,2012-01-09 03:50:00,2012-01-08,2012-01-09 03:50:03.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,ALTO IPIRANGA,Outros,Outros,,RUA CAPITAO JOAQUIM DE MELLO FREIRE,0,,,1,SUBTRAÍDO                               ,Documentos                              ,Carteira de identidade (RG) - emitida em SP                 ,Unidade   ,1.0
16154955,900020,DIPOL - DEPTO DE INTELIGENCIA           ,DELEGACIA ELETRONICA                    ,DELEGACIA ELETRONICA          ,Mogi das Cruzes                         ,2012,18943,BO PARA INVESTIGAÇÃO          ,,DEMACRO                                 ,DEL.SEC.MOGI DAS CRUZES                 ,DEL.SEC.MOGI DAS CRUZES       ,MOGI DAS CRUZES               ,Boletim de Ocorrência                   ,2012-01-06,,,2012-01-09 03:50:00,2012-01-08,2012-01-09 03:50:03.000000,A NOITE             ,DESCONHECIDA,N,, ,CONSUMADO,Furto (art. 155),OUTROS,,ALTO IPIRANGA,Outros,Outros,,RUA CAPITAO JOAQUIM DE MELLO FREIRE,0,,,2,SUBTRAÍDO                               ,Documentos                              ,Cartao de identificação de contribuinte - CIC               ,Unidade   ,1.0
